"days.since.exposed","fever","meanIncubate","outcome","yymin","yymax"
11.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.505492558276113,0.541687560752269
11.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.541687560752269,0.598191834084181
11.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598191834084181,1
11.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.347122430030081
11.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.347122430030081,0.379766308528577
11.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.379766308528577,0.480024631984587
11.6,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480024631984587,0.50054997545888
11.6,"50% subclinical","Mean incubation 4.5d","missed: had both",0.50054997545888,0.505638273829767
11.6,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.505638273829767,0.541821728911636
11.6,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.541821728911636,0.598309460963626
11.6,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598309460963626,1
11.7,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.347305658088019
11.7,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.347305658088019,0.379940375183618
11.7,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.379940375183618,0.480168468793716
11.7,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480168468793716,0.500688134499228
11.7,"50% subclinical","Mean incubation 4.5d","missed: had both",0.500688134499228,0.505774898648612
11.7,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.505774898648612,0.541947443710903
11.7,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.541947443710903,0.598419676678052
11.7,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598419676678052,1
11.8,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.347477656492274
11.8,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.347477656492274,0.380103773667661
11.8,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380103773667661,0.480303316675304
11.8,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480303316675304,0.500817659438121
11.8,"50% subclinical","Mean incubation 4.5d","missed: had both",0.500817659438121,0.505902974590764
11.8,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.505902974590764,0.542065215676229
11.8,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542065215676229,0.598522928812037
11.8,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598522928812037,1
11.9,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.347639078400107
11.9,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.347639078400107,0.380257124480101
11.9,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380257124480101,0.480429712664303
11.9,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480429712664303,0.500939066111765
11.9,"50% subclinical","Mean incubation 4.5d","missed: had both",0.500939066111765,0.506023013256452
11.9,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506023013256452,0.542175526285337
11.9,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542175526285337,0.598619639483035
11.9,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598619639483035,1
12,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.347790541813328
12,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.347790541813328,0.380401014722662
12,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380401014722662,0.480548163705156
12,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480548163705156,0.501052841453637
12,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501052841453637,0.506135497511019
12,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506135497511019,0.542278829474626
12,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542278829474626,0.598710206662686
12,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598710206662686,1
12.1,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.347932631237702
12.1,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.347932631237702,0.380535999675817
12.1,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380535999675817,0.480659148174955
12.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480659148174955,0.501159444957522
12.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501159444957522,0.50624088294526
12.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.50624088294526,0.542375553080287
12.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542375553080287,0.598795005440252
12.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598795005440252,1
12.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34806589928386
12.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34806589928386,0.380662604319667
12.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380662604319667,0.480763117343158
12.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480763117343158,0.501259310079612
12.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501259310079612,0.506339599274414
12.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506339599274414,0.542466100215222
12.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542466100215222,0.598874389229784
12.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598874389229784,1
12.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348190868209943
12.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348190868209943,0.380781324799446
12.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380781324799446,0.480860496769297
12.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480860496769297,0.501352845581035
12.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501352845581035,0.50643205167725
12.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.50643205167725,0.542550850583662
12.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542550850583662,0.598948690922663
12.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.598948690922663,1
12.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348308031406414
12.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348308031406414,0.380892629836094
12.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380892629836094,0.480951687640172
12.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.480951687640172,0.50144043681227
12.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.50144043681227,0.506518622076763
12.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506518622076763,0.542630161735378
12.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542630161735378,0.59901822398718
12.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.59901822398718,1
12.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348417854823658
12.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348417854823658,0.380996962082475
12.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.380996962082475,0.481037068048152
12.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481037068048152,0.501522446940988
12.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501522446940988,0.506599670364058
12.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506599670364058,0.542704370261445
12.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542704370261445,0.599083283516883
12.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599083283516883,1
12.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348520778343173
12.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348520778343173,0.381094739426014
12.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381094739426014,0.481116994212234
12.6,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481116994212234,0.501599218124909
12.6,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501599218124909,0.506675535567067
12.6,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506675535567067,0.542773792933523
12.6,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542773792933523,0.59914414722939
12.6,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.59914414722939,1
12.7,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348617217093296
12.7,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348617217093296,0.381186356238631
12.7,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381186356238631,0.481191801643559
12.7,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481191801643559,0.501671072631313
12.7,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501671072631313,0.506746536965774
12.7,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506746536965774,0.542838727788605
12.7,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542838727788605,0.599201076417407
12.7,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599201076417407,1
12.8,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348707562710532
12.8,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348707562710532,0.381272184575005
12.8,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381272184575005,0.48126180625713
12.8,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.48126180625713,0.501738313904875
12.8,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501738313904875,0.506812975155659
12.8,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506812975155659,0.542899455161238
12.8,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542899455161238,0.599254316853688
12.8,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599254316853688,1
12.9,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.348792184547655
12.9,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.348792184547655,0.381352575320273
12.9,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381352575320273,0.481327305431493
12.9,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481327305431493,0.501801227585513
12.9,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501801227585513,0.506875133061083
12.9,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506875133061083,0.542956238665133
12.9,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.542956238665133,0.599304099651623
12.9,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599304099651623,1
13,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34887143082985
13,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34887143082985,0.381427859288358
13,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381427859288358,0.481388579018159
13,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481388579018159,0.501860082477968
13,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501860082477968,0.506933276900345
13,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506933276900345,0.543009326126138
13,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543009326126138,0.599350642083189
13,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599350642083189,1
13.1,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34894562976022
13.1,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34894562976022,0.381498348272209
13.1,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381498348272209,0.481445890302525
13.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481445890302525,0.501915131474793
13.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501915131474793,0.506987657104152
13.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.506987657104152,0.543058950468476
13.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543058950468476,0.599394148355924
13.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599394148355924,1
13.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349015090576061
13.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349015090576061,0.381564336047258
13.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381564336047258,0.481499486918095
13.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481499486918095,0.501966612434486
13.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.501966612434486,0.507038509189209
13.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507038509189209,0.543105330556128
13.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543105330556128,0.599434810350578
13.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599434810350578,1
13.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34908010455733
13.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34908010455733,0.381626099329463
13.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381626099329463,0.481549601715731
13.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481549601715731,0.502014749016426
13.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502014749016426,0.507086054588662
13.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507086054588662,0.543148671991224
13.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543148671991224,0.599472808321073
13.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599472808321073,1
13.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349140945988783
13.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349140945988783,0.381683898689344
13.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381683898689344,0.481596453589692
13.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481596453589692,0.502059751474309
13.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502059751474309,0.507130501441056
13.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507130501441056,0.543189167871257
13.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543189167871257,0.599508311558362
13.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599508311558362,1
13.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349197873077273
13.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349197873077273,0.381737979423409
13.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381737979423409,0.48164024826217
13.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.48164024826217,0.502101817409716
13.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502101817409716,0.507172045339502
13.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507172045339502,0.543226999506875
13.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543226999506875,0.599541479019726
13.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599541479019726,1
13.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349251128825716
13.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349251128825716,0.38178857238443
13.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.38178857238443,0.481681179028019
13.6,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481681179028019,0.502141132487439
13.6,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502141132487439,0.507210870042659
13.6,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507210870042659,0.543262337101999
13.6,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543262337101999,0.59957245992504
13.6,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.59957245992504,1
13.7,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349300941865231
13.7,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349300941865231,0.38183589477197
13.7,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.38183589477197,0.481719427461319
13.7,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481719427461319,0.502177871114162
13.7,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502177871114162,0.507247148149148
13.7,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507247148149148,0.543295340397935
13.7,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543295340397935,0.599601394321478
13.7,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599601394321478,1
13.8,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349347527246977
13.8,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349347527246977,0.381880150884628
13.8,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381880150884628,0.481755164085414
13.8,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481755164085414,0.502212197082043
13.8,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502212197082043,0.50728104173697
13.8,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.50728104173697,0.543326159283118
13.8,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543326159283118,0.599628413618076
13.8,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599628413618076,1
13.9,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34939108719517
13.9,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34939108719517,0.381921532835411
13.9,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381921532835411,0.481788549007984
13.9,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481788549007984,0.502244264178721
13.9,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502244264178721,0.507312702969435
13.9,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507312702969435,0.543354934370062
13.9,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543354934370062,0.599653641091561
13.9,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599653641091561,1
14,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349431811822791
14,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349431811822791,0.381960221231651
14,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381960221231651,0.481819732522709
14,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481819732522709,0.502274216765233
14,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502274216765233,0.507342274669103
14,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507342274669103,0.543381797541063
14,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543381797541063,0.599677192364768
14,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599677192364768,1
14.1,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349469879811434
14.1,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349469879811434,0.381996385820862
14.1,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.381996385820862,0.481848855679016
14.1,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481848855679016,0.502302190323265
14.1,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502302190323265,0.507369890861179
14.1,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507369890861179,0.543406872464122
14.1,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543406872464122,0.599699175858956
14.1,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599699175858956,1
14.2,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349505459056755
14.2,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349505459056755,0.382030186103918
14.2,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382030186103918,0.481876050821365
14.2,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481876050821365,0.502328311973153
14.2,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502328311973153,0.507395677287761
14.2,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507395677287761,0.543430275080524
14.2,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543430275080524,0.599719693221281
14.2,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599719693221281,1
14.3,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349538707280939
14.3,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349538707280939,0.382061771916892
14.3,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382061771916892,0.481901442099476
14.3,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481901442099476,0.502352700963971
14.3,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502352700963971,0.50741975189429
14.3,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.50741975189429,0.543452114065448
14.3,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543452114065448,0.599738839728612
14.3,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599738839728612,1
14.4,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349569772613567
14.4,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349569772613567,0.382091283982889
14.4,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382091283982889,0.481925145950872
14.4,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481925145950872,0.502375469137022
14.4,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502375469137022,0.507442225289533
14.4,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507442225289533,0.54347249126294
14.4,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.54347249126294,0.599756704668879
14.4,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599756704668879,1
14.5,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34959879414226
14.5,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34959879414226,0.382118854435147
14.5,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382118854435147,0.481947271557045
14.5,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481947271557045,0.502396721364004
14.5,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502396721364004,0.507463201180341
14.5,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507463201180341,0.543491502096515
14.5,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543491502096515,0.599773371701054
14.5,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599773371701054,1
14.6,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.34962590243441
14.6,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.34962590243441,0.38214460731269
14.6,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.38214460731269,0.481967921274522
14.6,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481967921274522,0.502416555961054
14.6,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502416555961054,0.507482776782425
14.6,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507482776782425,0.54350923595662
14.6,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.54350923595662,0.599788919194845
14.6,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599788919194845,1
14.7,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349651220031293
14.7,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349651220031293,0.382168659029728
14.7,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382168659029728,0.481987191042048
14.7,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.481987191042048,0.502435065079862
14.7,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502435065079862,0.507501043208307
14.7,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507501043208307,0.543525776566137
14.7,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543525776566137,0.599803420551134
14.7,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599803420551134,1
14.8,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349674861915817
14.8,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349674861915817,0.382191118820026
14.8,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382191118820026,0.48200517076508
14.8,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.48200517076508,0.502452335076984
14.8,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502452335076984,0.507518085833594
14.8,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507518085833594,0.543541202325042
14.8,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543541202325042,0.599816944504147
14.8,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599816944504147,1
14.9,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349696935955116
14.9,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349696935955116,0.38221208915736
14.9,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.38221208915736,0.482021944678695
14.9,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.482021944678695,0.502468446862431
14.9,"50% subclinical","Mean incubation 4.5d","missed: had both",0.502468446862431,0.507533984642649
14.9,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507533984642649,0.543555586635311
14.9,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543555586635311,0.5998295554063
14.9,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.5998295554063,1
15,"50% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.349717543319172
15,"50% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.349717543319172,0.382231666153213
15,"50% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.382231666153213,0.482037591690039
15,"50% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.482037591690039,0.50248347622859
15,"50% subclinical","Mean incubation 4.5d","missed: had both",0.50248347622859,0.507548814554707
15,"50% subclinical","Mean incubation 4.5d","missed: had fever",0.507548814554707,0.543568998207096
15,"50% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.543568998207096,0.599841313496632
15,"50% subclinical","Mean incubation 4.5d","missed: undetectable",0.599841313496632,1
0,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0
0,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0,0.05
0,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.05,0.0564423271925907
0,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.0564423271925907,0.0936880248034095
0,"25% subclinical","Mean incubation 4.5d","missed: had both",0.0936880248034095,0.0940149850180711
0,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.0940149850180711,0.0963400354334422
0,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.0963400354334422,0.207750168051237
0,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.207750168051237,1
0.1,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,1.27204007725366e-06
0.1,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",1.27204007725366e-06,0.0500012084380734
0.1,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.0500012084380734,0.0588061947438803
