"days.since.exposed","fever","meanIncubate","outcome","yymin","yymax"
6.1,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.414398283832614
6.1,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.414398283832614,0.443678369640984
6.1,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.443678369640984,0.443678369640984
6.1,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.443678369640984,0.443678369640984
6.1,"25% subclinical","Mean incubation 4.5d","missed: had both",0.443678369640984,0.470318259315937
6.1,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.470318259315937,0.612397670915691
6.1,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.612397670915691,0.673598038665845
6.1,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.673598038665845,1
6.2,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.419767302298946
6.2,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.419767302298946,0.448778937183998
6.2,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.448778937183998,0.448778937183998
6.2,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.448778937183998,0.448778937183998
6.2,"25% subclinical","Mean incubation 4.5d","missed: had both",0.448778937183998,0.475763978046073
6.2,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.475763978046073,0.61968419597714
6.2,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.61968419597714,0.679734059770223
6.2,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.679734059770223,1
6.3,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.424923235095336
6.3,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.424923235095336,0.453677073340569
6.3,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.453677073340569,0.453677073340569
6.3,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.453677073340569,0.453677073340569
6.3,"25% subclinical","Mean incubation 4.5d","missed: had both",0.453677073340569,0.480993567025269
6.3,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.480993567025269,0.62668153334367
6.3,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.62668153334367,0.68562655439467
6.3,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.68562655439467,1
6.4,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.429870737125952
6.4,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.429870737125952,0.458377200269655
6.4,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.458377200269655,0.458377200269655
6.4,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.458377200269655,0.458377200269655
6.4,"25% subclinical","Mean incubation 4.5d","missed: had both",0.458377200269655,0.486011747656323
6.4,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.486011747656323,0.633396000385221
6.4,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.633396000385221,0.69128084242966
6.4,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.69128084242966,1
6.5,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.434614702637851
6.5,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.434614702637851,0.462883967505959
6.5,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.462883967505959,0.462883967505959
6.5,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.462883967505959,0.462883967505959
6.5,"25% subclinical","Mean incubation 4.5d","missed: had both",0.462883967505959,0.490823484104106
6.5,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.490823484104106,0.639834239294227
6.5,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.639834239294227,0.696702517300402
6.5,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.696702517300402,1
6.6,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.439160225210854
6.6,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.439160225210854,0.467202213950312
6.6,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.467202213950312,0.467202213950312
6.6,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.467202213950312,0.467202213950312
6.6,"25% subclinical","Mean incubation 4.5d","missed: had both",0.467202213950312,0.495433942713867
6.6,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.495433942713867,0.64600316278616
6.6,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.64600316278616,0.701897400240976
6.6,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.701897400240976,1
6.7,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.443512560665678
6.7,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.443512560665678,0.471336932632394
6.7,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.471336932632394,0.471336932632394
6.7,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.471336932632394,0.471336932632394
6.7,"25% subclinical","Mean incubation 4.5d","missed: had both",0.471336932632394,0.499848454389473
6.7,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.499848454389473,0.651909903760562
6.7,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.651909903760562,0.706871497903632
6.7,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.706871497903632,1
6.8,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.44767709280146
6.8,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.44767709280146,0.475293238161387
6.8,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.475293238161387,0.475293238161387
6.8,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.475293238161387,0.475293238161387
6.8,"25% subclinical","Mean incubation 4.5d","missed: had both",0.475293238161387,0.504072479841481
6.8,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.504072479841481,0.657561768801981
6.8,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.657561768801981,0.711630963201668
6.8,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.711630963201668,1
6.9,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.451659301863326
6.9,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.451659301863326,0.479076336770159
6.9,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.479076336770159,0.479076336770159
6.9,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.479076336770159,0.479076336770159
6.9,"25% subclinical","Mean incubation 4.5d","missed: had both",0.479076336770159,0.50811157760423
6.9,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.50811157760423,0.662966195385942
6.9,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.662966195385942,0.716182059272372
6.9,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.716182059272372,1
7,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.455464735632491
7,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.455464735632491,0.482691498850866
7,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.482691498850866,0.482691498850866
7,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.482691498850866,0.482691498850866
7,"25% subclinical","Mean incubation 4.5d","missed: had both",0.482691498850866,0.511971374712955
7,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.511971374712955,0.668130712644095
7,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.668130712644095,0.720531126437133
7,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.720531126437133,1
7.1,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.459098983025309
7.1,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.459098983025309,0.486144033874044
7.1,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.486144033874044,0.486144033874044
7.1,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.486144033874044,0.486144033874044
7.1,"25% subclinical","Mean incubation 4.5d","missed: had both",0.486144033874044,0.515657539925671
7.1,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.515657539925671,0.673062905534348
7.1,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.673062905534348,0.724684552028925
7.1,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.724684552028925,1
7.2,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.462567650083399
7.2,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.462567650083399,0.489439267579229
7.2,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.489439267579229,0.489439267579229
7.2,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.489439267579229,0.489439267579229
7.2,"25% subclinical","Mean incubation 4.5d","missed: had both",0.489439267579229,0.519175759370304
7.2,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.519175759370304,0.677770382256041
7.2,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.677770382256041,0.728648742952456
7.2,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.728648742952456,1
7.3,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.465876338234285
7.3,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.465876338234285,0.492582521322571
7.3,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.492582521322571,0.492582521322571
7.3,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.492582521322571,0.492582521322571
7.3,"25% subclinical","Mean incubation 4.5d","missed: had both",0.492582521322571,0.522531714494775
7.3,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.522531714494775,0.682260744746529
7.3,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.682260744746529,0.732430100839183
7.3,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.732430100839183,1
7.4,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.469030624700666
7.4,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.469030624700666,0.495579093465633
7.4,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.495579093465633,0.495579093465633
7.4,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.495579093465633,0.495579093465633
7.4,"25% subclinical","Mean incubation 4.5d","missed: had both",0.495579093465633,0.52573106219639
7.4,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.52573106219639,0.686541562093761
7.4,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.686541562093761,0.736034999657904
7.4,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.736034999657904,1
7.5,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.472036044936277
7.5,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.472036044936277,0.498434242689464
7.5,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.498434242689464,0.498434242689464
7.5,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.498434242689464,0.498434242689464
7.5,"25% subclinical","Mean incubation 4.5d","missed: had both",0.498434242689464,0.528779417006796
7.5,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.528779417006796,0.690620346699234
7.5,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.690620346699234,0.73946976564146
7.5,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.73946976564146,1
7.6,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.474898076967183
7.6,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.474898076967183,0.501153173118824
7.6,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.501153173118824,0.501153173118824
7.6,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.501153173118824,0.501153173118824
7.6,"25% subclinical","Mean incubation 4.5d","missed: had both",0.501153173118824,0.531682335209571
7.6,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.531682335209571,0.694504533026891
7.6,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.694504533026891,0.742740659391066
7.6,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.742740659391066,1
7.7,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.477622127519039
7.7,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.477622127519039,0.503741021143087
7.7,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.503741021143087,0.503741021143087
7.7,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.503741021143087,0.503741021143087
7.7,"25% subclinical","Mean incubation 4.5d","missed: had both",0.503741021143087,0.534445300769311
7.7,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.534445300769311,0.698201458775839
7.7,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.698201458775839,0.745853860021759
7.7,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.745853860021759,1
7.8,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.480213519813318
7.8,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.480213519813318,0.506202843822652
7.8,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.506202843822652,0.506202843822652
7.8,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.506202843822652,0.506202843822652
7.8,"25% subclinical","Mean incubation 4.5d","missed: had both",0.506202843822652,0.537073712953508
7.8,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.537073712953508,0.701718348318074
7.8,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.701718348318074,0.74881545121522
7.8,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.74881545121522,1
7.9,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.482677482918475
7.9,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.482677482918475,0.508543608772552
7.9,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.508543608772552,0.508543608772552
7.9,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.508543608772552,0.508543608772552
7.9,"25% subclinical","Mean incubation 4.5d","missed: had both",0.508543608772552,0.539572875531596
7.9,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.539572875531596,0.705062298246502
7.9,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.705062298246502,0.751631409049686
7.9,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.751631409049686,1
8,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.485019142545559
8,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.485019142545559,0.510768185418281
8,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.510768185418281,0.510768185418281
8,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.510768185418281,0.510768185418281
8,"25% subclinical","Mean incubation 4.5d","missed: had both",0.510768185418281,0.541947987439067
8,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.541947987439067,0.708240264883259
8,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.708240264883259,0.754307591480639
8,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.754307591480639,1
8.1,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.487243513181613
8.1,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.487243513181613,0.512881337522532
8.1,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.512881337522532,0.512881337522532
8.1,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.512881337522532,0.512881337522532
8.1,"25% subclinical","Mean incubation 4.5d","missed: had both",0.512881337522532,0.544204134798493
8.1,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.544204134798493,0.711259053603618
8.1,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.711259053603618,0.756849729350415
8.1,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.756849729350415,1
8.2,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.489355491458405
8.2,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.489355491458405,0.514887716885485
8.2,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.514887716885485,0.514887716885485
8.2,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.514887716885485,0.514887716885485
8.2,"25% subclinical","Mean incubation 4.5d","missed: had both",0.514887716885485,0.546346284193525
8.2,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.546346284193525,0.714125309836407
8.2,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.714125309836407,0.759263418809606
8.2,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.759263418809606,1
8.3,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.491359850658381
8.3,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.491359850658381,0.516791858125462
8.3,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.516791858125462,0.516791858125462
8.3,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.516791858125462,0.516791858125462
8.3,"25% subclinical","Mean incubation 4.5d","missed: had both",0.516791858125462,0.548379277096358
8.3,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.548379277096358,0.716845511607803
8.3,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.716845511607803,0.76155411503815
8.3,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.76155411503815,1
8.4,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.493261236264264
8.4,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.493261236264264,0.51859817445105
8.4,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.51859817445105,0.51859817445105
8.4,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.51859817445105,0.51859817445105
8.4,"25% subclinical","Mean incubation 4.5d","missed: had both",0.51859817445105,0.550307825353753
8.4,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.550307825353753,0.719425963501501
8.4,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.719425963501501,0.763727127159158
8.4,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.763727127159158,1
8.5,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.495064162463353
8.5,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.495064162463353,0.520310954340185
8.5,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.520310954340185,0.520310954340185
8.5,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.520310954340185,0.520310954340185
8.5,"25% subclinical","Mean incubation 4.5d","missed: had both",0.520310954340185,0.5521365076414
8.5,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.5521365076414,0.72187279191455
8.5,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.72187279191455,0.765787614243832
8.5,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.765787614243832,1
8.6,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.496773009522208
8.6,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.496773009522208,0.521934359046098
8.6,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.521934359046098,0.521934359046098
8.6,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.521934359046098,0.521934359046098
8.6,"25% subclinical","Mean incubation 4.5d","missed: had both",0.521934359046098,0.553869766801097
8.6,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.553869766801097,0.724191941494425
8.6,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.724191941494425,0.767740582311095
8.6,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.767740582311095,1
8.7,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.498392021952076
8.7,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.498392021952076,0.523472420854472
8.7,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.523472420854472,0.523472420854472
8.7,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.523472420854472,0.523472420854472
8.7,"25% subclinical","Mean incubation 4.5d","missed: had both",0.523472420854472,0.555511907979962
8.7,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.555511907979962,0.726389172649245
8.7,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.726389172649245,0.769590882230944
8.7,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.769590882230944,1
8.8,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.499925307390008
8.8,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.499925307390008,0.524929042020507
8.8,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.524929042020507,0.524929042020507
8.8,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.524929042020507,0.524929042020507
8.8,"25% subclinical","Mean incubation 4.5d","missed: had both",0.524929042020507,0.557067097495579
8.8,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.557067097495579,0.728470060029296
8.8,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.728470060029296,0.771343208445723
8.8,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.771343208445723,1
8.9,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.501376836125183
8.9,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.501376836125183,0.526307994318924
8.9,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.526307994318924,0.526307994318924
8.9,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.526307994318924,0.526307994318924
8.9,"25% subclinical","Mean incubation 4.5d","missed: had both",0.526307994318924,0.558539362355543
8.9,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.558539362355543,0.730439991884178
8.9,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.730439991884178,0.773002098428781
8.9,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.773002098428781,1
9,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.502750441204366
9,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.502750441204366,0.527612919144148
9,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.527612919144148,0.527612919144148
9,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.527612919144148,0.527612919144148
9,"25% subclinical","Mean incubation 4.5d","missed: had both",0.527612919144148,0.559932590364428
9,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.559932590364428,0.732304170205925
9,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.732304170205925,0.77457193280499
9,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.77457193280499,1
9.1,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.504049819054776
9.1,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.504049819054776,0.528847328102037
9.1,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.528847328102037,0.528847328102037
9.1,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.528847328102037,0.528847328102037
9.1,"25% subclinical","Mean incubation 4.5d","missed: had both",0.528847328102037,0.561250530755558
9.1,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.561250530755558,0.734067611574339
9.1,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.734067611574339,0.776056936062601
9.1,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.776056936062601,1
9.2,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.505278530566836
9.2,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.505278530566836,0.530014604038494
9.2,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.530014604038494,0.530014604038494
9.2,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.530014604038494,0.530014604038494
9.2,"25% subclinical","Mean incubation 4.5d","missed: had both",0.530014604038494,0.56249679528922
9.2,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.56249679528922,0.735735148626421
9.2,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.735735148626421,0.77746117779067
9.2,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.77746117779067,1
9.3,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.506440002583302
9.3,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.506440002583302,0.531118002454137
9.3,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.531118002454137,0.531118002454137
9.3,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.531118002454137,0.531118002454137
9.3,"25% subclinical","Mean incubation 4.5d","missed: had both",0.531118002454137,0.563674859763063
9.3,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.563674859763063,0.737311432077338
9.3,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.737311432077338,0.778788574380916
9.3,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.778788574380916,1
9.4,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.507537529745164
9.4,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.507537529745164,0.532160653257906
9.4,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.532160653257906,0.532160653257906
9.4,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.532160653257906,0.532160653257906
9.4,"25% subclinical","Mean incubation 4.5d","missed: had both",0.532160653257906,0.564788065884381
9.4,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.564788065884381,0.73880093322558
9.4,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.73880093322558,0.780042891137331
9.4,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.780042891137331,1
9.5,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.508574276648458
9.5,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.508574276648458,0.533145562816035
9.5,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.533145562816035,0.533145562816035
9.5,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.533145562816035,0.533145562816035
9.5,"25% subclinical","Mean incubation 4.5d","missed: had both",0.533145562816035,0.565839623457722
9.5,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.565839623457722,0.74020794688005
9.5,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.74020794688005,0.781227744741095
9.5,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.781227744741095,1
9.6,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.509553280269623
9.6,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.509553280269623,0.534075616256142
9.6,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.534075616256142,0.534075616256142
9.6,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.534075616256142,0.534075616256142
9.6,"25% subclinical","Mean incubation 4.5d","missed: had both",0.534075616256142,0.566832612844904
9.6,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.566832612844904,0.741536594651632
9.6,"25% subclinical","Mean incubation 4.5d","missed: had risk awareness",0.741536594651632,0.782346606022427
9.6,"25% subclinical","Mean incubation 4.5d","missed: undetectable",0.782346606022427,1
9.7,"25% subclinical","Mean incubation 4.5d","detected: departure fever screen",0,0.510477452620491
9.7,"25% subclinical","Mean incubation 4.5d","detected: departure risk screen",0.510477452620491,0.534953579989466
9.7,"25% subclinical","Mean incubation 4.5d","detected: arrival fever screen",0.534953579989466,0.534953579989466
9.7,"25% subclinical","Mean incubation 4.5d","detected: arrival risk screen",0.534953579989466,0.534953579989466
9.7,"25% subclinical","Mean incubation 4.5d","missed: had both",0.534953579989466,0.567769987657926
9.7,"25% subclinical","Mean incubation 4.5d","missed: had fever",0.567769987657926,0.74279082855638
